order_id,customer_id,product_id,order_date,quantity,price_per_unit,status
131,174,506,2025-02-10,3,1500,Completed
132,154,501,2024-11-06,4,300,Completed
133,113,509,2025-04-08,3,1000,Completed
134,120,504,2024-03-07,3,300,Completed
135,138,507,2024-01-12,5,700,Completed
136,190,504,2024-07-20,1,300,Completed
137,128,505,2025-02-04,3,400,Completed
138,108,503,2024-03-15,5,150,Completed
139,181,501,2025-02-28,1,1500,Cancelled
140,153,506,2025-01-21,2,500,Completed
141,101,507,2025-03-20,1,400,Completed
142,175,507,2024-12-25,5,500,Completed
143,193,508,2024-06-27,1,400,Completed
144,185,504,2024-06-16,1,150,Completed
145,114,502,2024-12-06,3,200,Completed
146,159,502,2024-04-19,5,500,Completed
147,106,501,2024-03-28,4,300,Completed
148,155,509,2024-01-28,3,1000,Completed
149,112,503,2024-04-27,1,400,Completed
150,196,508,2024-09-05,5,150,Completed
151,182,508,2025-02-06,1,1500,Completed
152,107,509,2024-03-07,4,200,Completed
153,164,507,2024-05-31,2,1500,Completed
154,177,506,2025-04-24,5,150,Completed
155,131,505,2024-09-04,2,500,Completed
156,150,506,2025-04-11,5,1000,Completed
157,158,508,2024-03-17,5,200,Completed
158,171,508,2024-03-19,5,150,Completed
159,102,508,2024-02-07,2,1000,Cancelled
160,165,501,2024-10-18,1,1500,Completed
161,127,501,2024-08-30,4,500,Completed
162,157,507,2024-06-02,2,1000,Cancelled
163,199,502,2025-01-26,2,700,Completed
164,132,504,2024-07-07,1,500,Completed
165,147,508,2024-06-16,3,1000,Completed
166,199,508,2025-02-01,1,500,Completed
167,172,502,2024-02-12,4,1000,Cancelled
168,104,503,2025-03-29,5,500,Completed
169,151,503,2024-02-22,4,1000,Completed
170,140,509,2024-12-08,2,1500,Completed
171,105,503,2025-03-21,5,200,Completed
172,171,504,2024-09-19,5,1000,Cancelled
173,121,508,2024-10-15,2,500,Completed
174,137,504,2024-09-24,5,150,Completed
175,108,508,2025-04-19,4,200,Completed
176,163,509,2024-05-17,1,700,Completed
177,126,502,2024-02-01,4,500,Completed
178,142,505,2024-08-08,1,1000,Completed
179,145,504,2024-09-08,5,1500,Cancelled
180,122,507,2024-08-06,5,1500,Completed
181,123,510,2025-02-16,4,1500,Completed
182,152,508,2024-02-17,2,1500,Cancelled
183,113,503,2024-09-10,1,500,Completed
184,101,510,2024-03-16,4,1500,Completed
185,165,502,2025-02-17,4,1000,Completed
186,174,502,2025-01-29,3,200,Cancelled
187,137,507,2024-03-05,5,1500,Completed
188,153,507,2025-02-08,1,400,Completed
189,167,507,2024-03-04,4,500,Completed
190,139,501,2024-02-17,5,300,Completed
191,148,508,2025-02-16,4,200,Completed
192,179,501,2024-06-13,3,300,Completed
193,133,502,2025-03-05,1,150,Completed
194,166,508,2024-10-19,4,300,Completed
195,180,510,2024-05-31,3,200,Completed
196,188,506,2024-10-03,1,300,Completed
197,194,503,2025-05-15,3,1500,Completed
198,132,505,2024-01-01,3,200,Completed
199,122,508,2024-11-10,4,1000,Completed
200,172,508,2024-10-02,1,200,Completed
201,146,508,2025-03-10,2,700,Completed
202,114,507,2025-03-04,4,1500,Completed
203,155,504,2024-03-04,3,150,Completed
204,161,505,2024-02-08,2,200,Completed
205,190,508,2024-04-06,3,150,Completed
206,182,502,2024-05-28,3,500,Completed
207,123,505,2025-04-15,4,500,Completed
208,129,509,2025-02-28,2,700,Completed
209,151,502,2024-11-18,5,400,Completed
210,124,501,2024-07-22,2,300,Completed
211,178,504,2025-04-13,4,400,Completed
212,149,501,2025-05-11,5,500,Completed
213,150,506,2025-02-09,5,200,Completed
214,184,502,2024-12-05,4,1000,Completed
215,108,506,2024-01-12,1,700,Cancelled
216,112,504,2024-06-21,1,1000,Cancelled
217,113,510,2024-06-12,1,150,Completed
218,157,502,2024-06-09,5,200,Completed
219,188,504,2024-10-23,1,150,Completed
220,171,504,2024-08-18,3,500,Cancelled
221,119,507,2024-06-22,1,1500,Completed
222,158,505,2024-01-21,5,500,Completed
223,103,501,2024-01-01,4,300,Completed
224,153,509,2024-02-03,3,300,Completed
225,161,509,2024-02-19,2,1500,Completed
226,167,510,2024-07-11,3,1500,Completed
227,120,508,2025-04-08,4,1000,Completed
228,163,510,2024-09-04,5,400,Completed
229,124,503,2024-07-14,3,1500,Completed
230,145,502,2024-01-05,2,400,Completed
231,153,501,2024-11-14,2,300,Completed
232,180,501,2024-12-26,3,700,Completed
233,156,503,2025-03-14,4,150,Completed
234,177,510,2024-12-23,2,700,Completed
235,158,508,2025-02-08,3,1500,Completed
236,155,503,2024-03-27,5,150,Completed
237,122,505,2024-03-05,4,500,Completed
238,142,510,2024-06-21,2,200,Completed
239,102,504,2024-03-24,2,500,Completed
240,104,509,2024-10-19,1,400,Completed
241,169,504,2024-07-05,1,500,Completed
242,188,506,2024-12-08,5,150,Completed
243,104,502,2024-07-18,1,400,Completed
244,128,501,2024-06-03,1,150,Cancelled
245,170,507,2025-03-26,2,400,Completed
246,195,507,2024-09-07,1,200,Completed
247,120,507,2025-04-03,4,150,Cancelled
248,118,501,2025-04-15,5,300,Completed
249,173,506,2024-04-12,2,1000,Completed
250,141,507,2024-04-28,2,400,Completed
251,136,505,2024-06-05,5,300,Completed
252,199,510,2024-10-17,2,150,Completed
253,195,505,2024-06-06,1,500,Completed
254,140,505,2025-02-20,5,1000,Completed
255,108,503,2024-04-25,2,700,Completed
256,115,502,2025-02-22,4,200,Completed
257,157,503,2024-02-27,4,400,Completed
258,116,505,2024-09-03,5,150,Completed
259,172,503,2025-04-19,2,300,Completed
260,142,509,2025-03-23,5,300,Completed
261,173,510,2024-02-14,2,500,Cancelled
262,116,507,2024-05-27,5,300,Completed
263,112,502,2024-02-07,5,200,Completed
264,167,504,2024-01-17,5,150,Completed
265,140,504,2024-07-10,3,500,Completed
266,181,507,2024-05-27,5,150,Completed
267,115,507,2024-06-14,3,200,Completed
268,187,509,2025-02-02,4,300,Cancelled
269,193,510,2024-06-30,1,400,Completed
270,172,503,2025-03-07,3,700,Completed
271,174,506,2024-04-06,4,200,Completed
272,152,505,2024-08-18,1,300,Completed
273,149,506,2024-01-26,5,400,Completed
274,154,509,2024-03-05,1,700,Completed
275,163,501,2024-01-13,5,500,Completed
276,126,508,2025-04-24,4,200,Completed
277,124,503,2025-02-06,5,1000,Completed
278,124,505,2024-11-07,2,700,Completed
279,103,503,2024-05-04,2,300,Completed
280,146,504,2024-04-28,5,1000,Completed
281,132,508,2024-04-28,4,700,Cancelled
282,113,506,2024-07-06,2,700,Completed
283,183,509,2024-05-26,5,1000,Cancelled
284,110,509,2025-02-01,5,1500,Completed
285,199,510,2024-07-22,3,1500,Completed
286,187,503,2024-01-05,4,150,Completed
287,101,510,2024-05-22,1,1500,Completed
288,159,510,2024-06-13,2,700,Completed
289,133,502,2024-05-14,3,1000,Completed
290,134,507,2024-09-30,1,300,Cancelled
291,144,504,2025-03-25,4,700,Completed
292,200,501,2024-02-12,3,150,Completed
293,104,510,2024-07-09,4,300,Cancelled
294,105,509,2024-06-16,2,500,Completed
295,197,505,2025-01-21,1,500,Completed
296,134,501,2024-11-06,1,150,Completed
297,183,501,2024-01-02,2,200,Completed
298,174,503,2024-02-01,2,500,Completed
299,106,508,2024-08-13,4,500,Completed
300,124,507,2024-06-15,3,1000,Completed
301,147,506,2024-06-18,2,300,Completed
302,125,505,2024-09-02,3,700,Completed
303,197,504,2024-03-19,5,300,Completed
304,101,501,2025-02-05,5,1000,Completed
305,131,508,2024-09-02,3,500,Completed
306,134,502,2024-04-21,4,1500,Completed
307,168,503,2025-03-21,2,200,Completed
308,120,506,2024-06-28,1,300,Completed
309,156,507,2025-01-28,4,500,Cancelled
310,153,507,2024-08-01,5,700,Completed
311,191,503,2025-02-05,3,150,Completed
312,164,504,2024-03-23,1,400,Completed
313,190,507,2024-04-05,2,300,Cancelled
314,130,505,2025-03-08,4,700,Completed
315,150,501,2024-09-04,1,150,Completed
316,112,509,2025-04-13,2,300,Completed
317,143,507,2025-03-12,4,400,Cancelled
318,175,503,2024-11-23,4,500,Completed
319,198,510,2024-09-21,3,1000,Completed
320,122,509,2025-03-09,5,400,Completed
321,200,503,2025-02-28,5,400,Completed
322,116,510,2024-06-19,5,700,Completed
323,132,506,2025-05-14,1,700,Cancelled
324,106,505,2024-12-27,3,150,Completed
325,133,502,2024-03-05,1,1500,Completed
326,163,502,2024-11-03,3,1000,Completed
327,147,505,2024-12-27,1,500,Completed
328,151,503,2024-07-10,2,200,Cancelled
329,167,509,2024-07-26,1,200,Cancelled
330,122,502,2024-06-25,2,1500,Completed
331,111,509,2024-07-14,3,150,Completed
332,104,503,2024-06-12,2,300,Completed
333,165,509,2024-06-01,4,200,Completed
334,173,508,2024-06-08,2,200,Cancelled
335,133,510,2024-11-26,1,1000,Cancelled
336,141,507,2024-12-04,2,200,Completed
337,104,510,2024-02-05,4,150,Completed
338,176,509,2024-07-03,4,150,Completed
339,192,506,2025-05-10,3,300,Completed
340,186,501,2024-06-28,4,300,Completed
341,176,509,2025-05-03,4,300,Completed
342,169,510,2024-04-15,1,150,Completed
343,161,503,2024-12-21,1,1500,Completed
344,122,503,2025-03-02,5,150,Cancelled
345,154,503,2024-12-19,3,200,Completed
346,181,508,2024-09-01,5,200,Completed
347,103,509,2024-08-11,1,200,Completed
348,144,505,2024-07-05,2,400,Completed
349,193,502,2024-03-24,2,150,Completed
350,138,509,2024-03-16,1,500,Completed
351,158,510,2025-04-14,4,1000,Completed
352,184,506,2024-01-21,5,1500,Completed
353,165,503,2024-11-21,4,500,Completed
354,106,508,2024-06-10,3,200,Completed
355,165,502,2025-04-29,1,1000,Completed
356,147,501,2024-07-12,3,400,Completed
357,146,503,2024-09-22,1,700,Completed
358,130,505,2025-01-23,2,1000,Completed
359,129,509,2024-10-28,3,700,Completed
360,177,508,2024-02-23,2,700,Completed
361,175,503,2024-07-19,4,700,Completed
362,186,501,2024-06-11,1,700,Completed
363,171,504,2025-04-24,2,150,Completed
364,125,502,2025-04-26,3,700,Completed
365,139,505,2024-08-26,2,1000,Completed
366,176,507,2024-02-19,3,300,Completed
367,151,509,2025-04-12,5,1000,Completed
368,124,501,2025-01-14,3,1000,Completed
369,143,503,2025-03-06,4,1500,Completed
370,185,501,2024-05-05,1,300,Completed
371,172,508,2024-04-13,4,1000,Completed
372,106,509,2025-01-04,5,1500,Cancelled
373,109,503,2024-06-29,4,400,Completed
374,148,508,2024-10-11,5,500,Completed
375,139,501,2024-06-15,3,500,Cancelled
376,110,504,2024-02-15,5,150,Completed
377,152,509,2024-09-23,2,1500,Completed
378,181,510,2024-01-04,5,300,Cancelled
379,117,504,2025-02-19,1,500,Cancelled
380,135,509,2024-08-09,4,300,Completed
381,114,510,2024-03-08,4,700,Completed
382,172,503,2024-04-25,5,400,Completed
383,117,505,2024-08-13,2,500,Completed
384,128,502,2025-02-01,4,700,Completed
385,181,510,2024-07-31,2,1500,Completed
386,171,510,2025-01-01,1,700,Completed
387,137,503,2024-02-29,4,300,Cancelled
388,142,510,2024-10-22,1,400,Cancelled
389,190,501,2024-09-10,5,150,Completed
390,131,505,2024-08-04,5,300,Completed
391,167,501,2024-09-03,3,700,Completed
392,197,509,2024-12-07,5,300,Completed
393,125,510,2024-07-02,5,300,Completed
394,110,509,2024-09-14,4,500,Completed
395,125,502,2024-01-15,3,1500,Completed
396,179,507,2025-03-26,5,200,Completed
397,157,510,2025-03-18,1,1500,Completed
398,197,505,2024-07-22,2,1500,Completed
399,187,508,2024-12-06,4,400,Completed
400,165,507,2025-04-02,5,700,Completed
401,129,509,2024-01-25,1,1500,Completed
402,123,507,2024-08-16,3,1000,Cancelled
403,188,508,2025-03-16,4,500,Completed
404,168,503,2025-03-16,5,700,Completed
405,159,510,2025-05-05,2,1500,Completed
406,196,505,2024-06-19,5,150,Completed
407,179,506,2024-07-13,5,150,Completed
408,146,509,2025-03-16,5,400,Completed
409,159,505,2024-04-20,4,200,Completed
410,180,506,2025-02-05,5,200,Cancelled
411,170,501,2024-07-17,2,150,Completed
412,102,509,2024-03-07,2,1500,Completed
413,191,509,2024-08-18,4,150,Completed
414,153,501,2024-10-15,5,1500,Completed
415,129,510,2024-02-27,5,150,Completed
416,103,508,2025-02-04,2,150,Cancelled
417,162,509,2024-12-20,1,1000,Completed
418,173,503,2024-12-01,3,700,Completed
419,128,509,2024-06-10,5,700,Completed
420,105,503,2025-01-02,4,1500,Completed
421,134,503,2025-02-11,1,400,Completed
422,104,509,2025-02-04,4,500,Completed
423,129,503,2024-02-26,4,500,Completed
424,148,510,2024-05-31,3,700,Completed
425,119,509,2024-03-15,5,1000,Completed
426,157,503,2024-10-03,2,200,Cancelled
427,137,510,2024-07-31,4,200,Completed
428,171,505,2024-11-17,4,1000,Completed
429,164,508,2024-05-08,2,300,Cancelled
430,121,507,2024-01-29,3,500,Completed
431,197,508,2025-01-23,3,200,Completed
432,173,505,2024-05-24,1,1000,Completed
433,135,510,2025-03-26,5,1000,Completed
434,104,501,2024-12-20,5,200,Completed
435,155,503,2024-01-16,5,300,Completed
436,168,501,2024-11-20,3,300,Completed
437,159,501,2024-11-10,3,700,Completed
438,194,509,2025-04-16,2,200,Completed
439,123,503,2025-03-21,5,1500,Completed
440,172,505,2025-04-24,2,500,Completed
441,156,504,2024-03-14,5,1500,Completed
442,145,507,2025-03-15,2,500,Cancelled
443,186,501,2024-12-08,4,500,Completed
444,127,510,2025-02-24,3,200,Completed
445,154,510,2024-09-10,3,700,Completed
446,172,508,2024-09-25,1,300,Completed
447,171,502,2025-01-11,5,300,Completed
448,153,508,2024-03-25,3,1500,Completed
449,184,506,2024-09-01,3,1000,Completed
450,135,508,2024-09-16,3,500,Completed
451,102,510,2025-03-20,4,700,Completed
452,167,503,2024-04-05,5,400,Completed
453,130,507,2025-04-29,4,500,Completed
454,143,504,2024-08-10,4,400,Completed
455,123,502,2024-11-15,5,500,Completed
456,146,508,2024-02-05,3,1000,Completed
457,166,503,2024-05-08,2,700,Completed
458,119,501,2025-01-17,1,150,Completed
459,138,501,2024-04-25,4,700,Completed
460,165,504,2024-09-12,1,1500,Completed
461,129,510,2025-05-02,3,200,Completed
462,118,507,2024-11-14,1,1500,Completed
463,160,504,2024-03-16,5,500,Completed
464,145,505,2024-01-28,3,1500,Completed
465,141,501,2025-03-26,4,400,Completed
466,154,501,2024-01-16,5,150,Completed
467,108,510,2024-04-13,4,1000,Cancelled
468,193,503,2024-05-30,5,400,Completed
469,139,510,2024-07-11,2,700,Completed
470,118,504,2024-10-01,2,300,Completed
471,188,503,2024-04-10,5,1000,Completed
472,164,509,2024-07-28,3,400,Completed
473,181,501,2025-02-15,5,400,Cancelled
474,135,510,2025-02-19,2,200,Completed
475,191,501,2025-01-17,2,300,Completed
476,131,501,2024-11-04,4,1000,Completed
477,116,504,2025-04-21,4,200,Completed
478,135,502,2024-03-11,3,1000,Completed
479,185,503,2024-06-15,3,150,Completed
480,158,505,2024-05-09,5,200,Completed
481,168,505,2024-03-28,2,1000,Completed
482,107,510,2024-01-21,4,700,Completed
483,186,504,2024-04-09,3,1000,Completed
484,197,502,2024-06-30,4,200,Completed
485,107,503,2024-09-14,1,1000,Completed
486,183,501,2024-07-26,2,500,Cancelled
487,123,506,2024-01-27,3,400,Completed
488,118,503,2025-03-16,4,200,Cancelled
489,158,503,2024-03-15,2,150,Completed
490,161,504,2025-01-06,1,150,Completed
491,140,509,2024-11-24,4,300,Completed
492,109,501,2025-01-13,1,1500,Completed
493,120,505,2024-11-19,2,200,Completed
494,191,501,2024-01-18,3,500,Completed
495,125,510,2024-05-22,2,200,Completed
496,113,508,2024-09-17,5,1500,Completed
497,168,510,2025-03-24,5,500,Completed
498,195,506,2024-06-29,2,1000,Cancelled
499,195,502,2025-01-29,3,1000,Cancelled
500,166,507,2024-01-08,4,1500,Completed
501,185,504,2024-03-13,2,1000,Completed
502,128,506,2024-02-27,5,200,Cancelled
503,127,504,2025-04-15,3,500,Cancelled
504,180,506,2024-07-29,3,1500,Completed
505,150,508,2024-04-28,2,1000,Completed
506,178,501,2024-04-26,4,700,Cancelled
507,163,503,2024-05-03,5,1000,Completed
508,119,504,2024-12-19,1,400,Cancelled
509,139,510,2024-01-21,3,200,Completed
510,192,504,2025-02-16,5,700,Completed
511,163,505,2025-04-14,3,1000,Completed
512,115,502,2025-03-22,5,500,Cancelled
513,131,503,2024-01-29,1,1500,Cancelled
514,115,508,2024-12-16,2,1500,Cancelled
515,196,502,2024-02-01,4,200,Cancelled
516,171,502,2024-05-28,3,400,Completed
517,184,506,2025-04-23,4,200,Completed
518,162,507,2025-03-09,2,200,Completed
519,188,506,2024-10-20,4,1000,Cancelled
520,115,504,2024-11-18,2,150,Completed
521,146,509,2024-04-04,2,500,Cancelled
522,144,507,2024-03-15,2,700,Completed
523,159,502,2024-12-11,2,500,Completed
524,114,502,2024-09-07,4,1500,Completed
525,186,505,2025-01-08,5,200,Completed
526,195,505,2024-01-02,4,1000,Completed
527,163,501,2024-01-24,2,400,Cancelled
528,182,505,2025-04-24,3,200,Completed
529,132,502,2025-01-11,2,300,Completed
530,175,501,2024-02-20,2,200,Completed
531,162,507,2024-07-25,5,200,Completed
532,140,505,2025-03-19,2,400,Completed
533,127,509,2025-03-14,4,700,Cancelled
534,182,501,2024-03-26,4,500,Cancelled
535,140,504,2024-04-19,3,1000,Completed
536,140,510,2024-12-13,5,400,Completed
537,142,505,2024-07-01,3,700,Completed
538,167,506,2024-11-09,5,150,Completed
539,155,503,2025-02-22,1,200,Completed
540,159,501,2024-11-14,4,200,Completed
541,116,508,2025-03-29,4,1000,Cancelled
542,195,505,2024-08-01,1,1500,Completed
543,145,504,2024-10-18,3,200,Completed
544,132,505,2024-02-29,3,200,Completed
545,155,502,2025-04-16,1,400,Completed
546,200,505,2024-04-27,5,150,Completed
547,101,510,2024-02-14,1,200,Completed
548,116,509,2024-04-25,3,400,Cancelled
549,102,504,2024-10-04,4,200,Completed
550,197,503,2024-10-27,2,150,Completed
551,108,503,2024-10-29,5,700,Completed
552,175,508,2024-10-07,3,150,Completed
553,189,504,2024-07-03,1,150,Completed
554,180,508,2024-06-01,2,1500,Completed
555,194,503,2024-03-04,4,300,Completed
556,113,506,2024-12-16,1,1500,Completed
557,139,507,2024-04-05,2,400,Completed
558,175,507,2024-06-11,5,500,Completed
559,130,504,2024-06-04,1,150,Completed
560,171,507,2024-01-03,1,1000,Completed
561,178,504,2025-01-01,5,150,Completed
562,117,506,2024-06-25,4,1500,Completed
563,171,506,2025-01-24,4,150,Completed
564,176,502,2025-01-14,3,1500,Completed
565,166,503,2024-01-13,1,200,Completed
566,101,508,2025-04-19,2,400,Completed
567,157,510,2024-01-28,2,300,Completed
568,157,506,2024-08-09,3,200,Completed
569,132,509,2025-05-10,4,400,Completed
570,110,506,2025-03-26,5,400,Completed
571,193,506,2024-12-07,4,1000,Completed
572,174,507,2025-04-09,3,300,Completed
573,146,501,2024-09-01,5,1000,Completed
574,193,510,2024-08-10,4,1000,Completed
575,150,502,2024-12-10,1,1000,Completed
576,157,509,2024-05-10,5,400,Cancelled
577,117,506,2024-03-10,3,300,Completed
578,191,505,2024-01-07,5,150,Completed
579,102,509,2025-02-18,2,400,Completed
580,118,504,2024-04-22,1,300,Completed
581,140,506,2025-02-12,5,700,Completed
582,136,506,2025-03-08,5,1500,Completed
583,172,510,2025-05-04,1,500,Completed
584,190,501,2024-06-28,3,200,Cancelled
585,170,510,2024-03-22,1,1000,Completed
586,152,510,2024-04-04,3,700,Completed
587,169,507,2024-06-20,3,700,Completed
588,174,510,2025-02-20,2,400,Cancelled
589,168,505,2024-04-02,3,300,Completed
590,192,509,2024-12-31,1,700,Completed
591,135,508,2025-01-24,2,700,Completed
592,112,503,2024-02-19,3,200,Completed
593,180,506,2024-07-22,1,150,Completed
594,183,509,2024-06-07,4,300,Completed
595,115,509,2024-04-10,4,400,Completed
596,121,507,2025-04-27,1,300,Completed
597,178,509,2024-11-14,5,1000,Completed
598,177,507,2024-01-12,2,700,Cancelled
599,178,509,2025-05-04,2,300,Completed
600,192,501,2025-04-09,5,200,Cancelled
601,158,504,2024-07-02,3,400,Completed
602,113,505,2024-10-15,2,300,Completed
603,189,507,2024-04-05,5,150,Completed
604,122,501,2024-03-26,4,500,Completed
605,136,506,2024-10-27,2,500,Completed
606,197,506,2024-02-09,1,1500,Completed
607,155,503,2024-02-05,1,200,Completed
608,131,502,2024-02-16,3,150,Completed
609,128,502,2024-06-20,2,1500,Completed
610,171,506,2025-04-12,4,1500,Completed
611,132,510,2024-07-23,1,700,Completed
612,149,507,2024-04-05,2,1000,Cancelled
613,106,510,2024-03-30,5,400,Cancelled
614,124,508,2025-04-01,1,300,Completed
615,166,509,2024-10-21,3,500,Cancelled
616,114,502,2025-04-03,3,200,Cancelled
617,138,510,2025-03-01,3,400,Completed
618,172,503,2024-05-20,3,400,Completed
619,170,503,2025-03-03,3,400,Completed
620,173,503,2025-03-12,2,500,Completed
621,176,506,2024-08-17,4,200,Completed
622,179,503,2024-08-08,3,1000,Completed
623,193,509,2024-05-08,2,150,Completed
624,123,510,2024-06-07,4,300,Cancelled
625,161,506,2024-02-18,4,400,Cancelled
626,109,502,2024-12-01,3,150,Completed
627,105,508,2024-11-04,5,1000,Completed
628,171,501,2024-04-24,4,300,Completed
629,121,507,2024-11-25,3,150,Completed
630,179,510,2024-08-07,5,700,Cancelled
631,194,506,2024-07-04,1,1000,Cancelled
632,105,505,2024-07-07,2,400,Completed
633,157,509,2024-12-19,1,1500,Cancelled
634,189,501,2024-02-08,3,150,Completed
635,133,510,2025-03-27,4,1500,Completed
636,115,510,2025-03-16,2,400,Completed
637,141,504,2025-01-22,5,400,Completed
638,148,502,2024-07-30,4,1500,Cancelled
639,123,506,2025-05-07,1,500,Completed
640,141,504,2025-02-12,1,300,Completed
641,118,507,2024-01-17,2,700,Completed
642,192,510,2024-09-19,3,700,Completed
643,114,509,2024-01-17,5,400,Completed
644,172,506,2024-01-27,4,200,Completed
645,139,505,2024-10-31,3,200,Cancelled
646,192,506,2024-08-04,2,300,Completed
